441;Bromelaína
442;Botânica
444;Biólogo
445;Biologia celular
447;Brasília
432;Santos Dumont
434;Biologia
439;Biocomputação
416;Hino da Proclamação da República
418;Getúlio Vargas
478;Baixo Vouga
479;Baixo Alentejo (sub-região)
476;Bacalhau à Brás
477;Bruno Frank
474;Braga
472;Buenos Aires
473;Beja
470;Beato
471;Beatificação
469;Basílio da Gama
466;Balança hidrostática
467;Bíblia
465;Baía dos Porcos
463;Berkeley Software Distribution
462;Barroco
461;Behaviorismo metodológico
460;Behaviorismo radical
458;Brasil Colônia
457;Bebida alcoólica
456;Bélgica
455;1000000000000
454;Blaise Pascal
453;Bahia
452;Banco de dados
451;Ludwig van Beethoven
508;Constante física
509;Computador quântico
504;Calendário
505;Cientologia
506;Cladística
507;Carbúnculo
500;Contistas
501;Cristianismo
502;Cristão
503;Lei de Murphy
496;Canadá
498;Carl Sagan
492;Balaiada
495;Computação
494;Ciências da terra
488;Berlim
491;Bartolomeu Dias
490;Baisers volés
485;Bula pontifícia
484;Belo Horizonte
487;Benito Mussolini
481;Beira Interior Sul
480;Bom Despacho
483;Beira Interior Norte
482;Baixo Mondego
550;Chimpanzé
548;Carvão mineral
549;Carboquímica
558;Ceará
559;Conteúdo aberto
554;Ciência
552;Ciências da saúde
567;Combustível fóssil
561;Célula Combustível
560;Comprimento
575;Criptografia
574;Complexo de Golgi
573;Cerveja
572;Cálculo vetorial
570;Consumo
568;Combustão
524;Comunicação
525;Carlos da Maia
527;Cruges
520;Caronte (satélite)
521;Computador pessoal
522;República Popular da China
523;Cinema
533;Carnívoros
532;Chiropotes satanas
535;Cinética química
529;Carandá
528;Cabanagem
531;Capivara
542;Cavalo-marinho
537;Cabo Verde
538;Conscienciologia
611;Célula de combustível
608;Curitiba
614;Castro Alves
615;Casimiro de Abreu
612;Circuito integrado
613;Cláudio Manuel da Costa
618;Calendário judaico
616;Canonização
617;Chefe de Estado
622;Cometa
623;Cávado (sub-região)
620;Sport Club Corinthians Paulista
621;Caldo verde
627;Campo elétrico
626;Campo magnético
625;Agronomia
624;Cova da Beira
629;Conímbriga
628;Coimbra
635;Condado Portucalense
634;Condeixa-a-Nova
633;Condeixa-a-Velha
632;Camilo Pessanha
639;Conselho da União Europeia
638;Conceito
637;Constituição apostólica
636;Carta apostólica
576;Cidadania
577;Célula electroquímica
582;Cosmos
583;Cronologia
584;Craft (Os Maias)
585;Castro Gomes
587;Calendário islâmico
588;Comportamento
589;Comportamento encoberto
590;Design de cartaz
592;Caribe
594;Capitalismo
597;Comunicação visual
596;Célula
599;Clima
601;Califórnia
603;Movimento dos Caifazes
602;Cinemática
605;Municípios do Brasil
606;Criciúma
687;Dante Alighieri
686;Desporto
684;Distrito Federal (Brasil)
682;Tiësto
680;Damas
679;Darwinismo
674;Deus
672;Direito
702;Distrito de Beja
703;Distrito de Braga
698;Diagrama de casos de utilização
699;Dinâmica de partículas com dissipação
696;Damão
697;Diu
694;Darwin (sistema operacional)
692;Deslocamento
693;Dinâmica
690;Desenho
691;Dâmaso Salcede
689;Dança
653;Criciúma (gramínea)
652;Crisópolis
655;Célula animal
654;C (linguagem de programação)
648;Concórdia
651;Conquista de Ceuta
650;Camille Pissarro
645;Cidade do México
646;Claude Jade
641;Classificação científica
640;Comissão Europeia
668;Debian
667;Dodó
660;Doença de Creutzfeldt-Jakob
661;Democracia
662;Dilema do prisioneiro
656;D.C.
746;Período clássico (música)
745;Engenharia química
744;Engenharia
750;Enciclopédia
748;Esperanto
737;Pedro I de Portugal
736;Afonso IV de Portugal
743;Eric Steven Raymond
742;Economia
740;Disco rígido
762;Educação
760;Embiruçu
766;E-mail
767;Etimologia
764;Ensaístas
765;Editor gráfico
752;Encyclopædia Britannica
753;Expressão regular
758;Engenharia eletrônica
759;Ecologia
756;Entretenimento
713;Distrito de Portalegre
712;Distrito de Lisboa
715;Distrito do Porto
717;Distrito de Santarém
719;Distrito de Viana do Castelo
718;Distrito de Setúbal
705;Distrito de Castelo Branco
704;Distrito de Bragança
707;Distrito de Évora
706;Distrito de Coimbra
709;Distrito da Guarda
708;Distrito de Faro
710;Distrito de Leiria
728;Delfinópolis
729;Descobrimentos portugueses
731;Sancho I de Portugal
732;Afonso II de Portugal
733;Sancho II de Portugal
734;Afonso III de Portugal
735;Dinis I de Portugal
720;Distrito de Vila Real
721;Douro (sub-região)
722;Democracia direta
723;Divisa Alegre
724;Ácido desoxirribonucleico
725;Domicílio Conjugal
726;Digital
727;Dora Incontri
821;Eduard von Steinle
820;Embu das Artes
822;Estrutura algébrica
816;Exu (Pernambuco)
818;Entre Folhas
828;Ficção científica
831;Conteúdo livre
830;Falácia
825;Engenharia metalúrgica
827;França
826;Física
805;Engenharia civil
806;Edgar Allan Poe
807;Ernst Weiss
802;Estados físicos da matéria
803;Engenharia de software
812;Encíclica
813;Esoterismo
814;António Egas Moniz
815;Embriologia
808;Ernest Hemingway
809;Entre Douro e Vouga
810;EEPROM
811;Eletromagnetismo
791;Exposição Mundial de 1998
790;Estados Unidos
788;Efeito fotoelétrico
787;Enrico Fermi
786;Ernest Rutherford
785;Espanha
784;Etileno
796;Engenharia do ambiente
792;Euro
775;Espírito Santo (estado)
772;Europa
770;Experiência de Miller e Urey
771;Europa Ocidental
768;Editor de som
782;Conjunção lógica
783;Evolução
780;Eusebiozinho
781;Edwin Willis
779;Euclides
776;Estatística
777;Escultura
881;Fibra óptica
883;François Truffaut
882;Flash mob
884;Função (matemática)
886;Fotografia
889;The X-Files
888;Florianópolis
890;Funções químicas
892;Geologia
895;Geografia
866;Fidel Castro
867;Ferro de passar
868;Feudalismo
869;Ferdinand de Saussure
870;Franquismo
871;FreeBSD
872;Clube de Regatas do Flamengo
873;Fluido newtoniano
874;Fluido não newtoniano
875;Fluido complexo
877;Ilha das Flores (Açores)
878;Ilha do Faial
879;Figueira da Foz
848;File Transfer Protocol
855;Ferry Corsten
854;Filogenia
853;Fascismo
858;Filosofia da matemática
862;Filatelia
861;Francesco Algarotti
833;Felidae
846;Folclore
844;Filosofia
958;História
959;Heródoto
952;House music
948;Galáxia
950;Gil Eanes
944;Germanos
945;Grande Porto
941;Grande Lisboa
940;Guglielmo Marconi
943;Godos
942;Graciosa
937;Guy de Maupassant
939;Guiné-Bissau
938;Giovanni Papini
934;Língua galego-portuguesa
931;Galiza
930;Gamão
926;Guiana Francesa
925;Gestalt
922;Gouryella
923;Gibraltar
920;Galileu Galilei
919;Grécia
916;Goiás
914;Guerra do Contestado
915;Goa
911;Guerra dos Emboabas
910;Projeto GNU
909;Lendas sobre a origem do guaraná
906;Harpia
905;Gavião
902;GNOME
901;Gato de Schrödinger
900;George Orwell
899;Gabriel Tarde
897;Georg Cantor
1016;Invéxis
1018;Fundamentalismo islâmico
1019;Inconfidência Mineira
1021;IPAQ
1022;Internet Relay Chat
1023;Inglaterra
1008;Internet
1001;Hans Christian Ørsted
1000;Heinrich Hertz
1002;Hertz
1005;História da China
1007;Igreja
1006;Interpretação de Copenhaga
992;Hidrocarboneto
995;H
997;Hipótese de Riemann
996;História da Europa
999;Hugh Walpole
998;Hidrodinâmica
987;Hans Christian Andersen
984;História do Brasil
991;História da África
988;Henrique I de Inglaterra
989;História do Japão
979;Histologia
976;Hardware
977;Humberto Maturana
983;Hidrogénio
981;História da biologia
969;Hipertexto
968;Harri Lorenzi
975;Passatempo
974;Hypertext Transfer Protocol
962;História do Antigo Egito
961;Hoax
967;Hotel Central
965;Historiografia
964;História da Albânia
1101;Jakob Wassermann
1102;James Clerk Maxwell
1097;Java (linguagem de programação)
1099;Jesus
1092;Johann Heinrich Alsted
1093;Jogos Olímpicos
1094;Japão
1095;Judaísmo
1088;Jacques Veilliard
1089;Joseph John Thomson
1090;Akbar
1091;Janeiro
1117;Klabund
1116;Kent
1113;Konrad Adenauer
1112;Núcleo híbrido
1114;KDE
1108;John Steinbeck
1111;Núcleo (software)
1110;Kurt Gödel
1105;Companhia de Jesus
1107;João Gonçalves Zarco
1106;Jean-Pierre Léaud
1134;Lépton
1131;Lead
1128;Jean-Baptiste de Lamarck
1129;Linux
1126;Lenda urbana
1124;Literatura
1125;Língua japonesa
1122;Larry Wall
1123;Lua
1151;Lei de Say
1148;Lars Onsager
1147;Linus Torvalds
1146;Latim
1145;Links
1143;Leda
1142;Louveira
1141;Linda Lovelace
1140;Lei de Moore
1138;Leonid Andreiev
1033;Inhame
1034;República da Irlanda
1036;Ipatinga
1037;Identidade visual
1038;Iluminismo
1039;Itália
1025;Ido
1026;Isaac Newton
1027;Informática
1049;Itacambira
1048;Itapiranga (Santa Catarina)
1051;Inquisição
1050;Idade Contemporânea
1053;Itaquiraí
1055;Número inteiro
1054;Indústria química
1041;Interlíngua
1040;Imperialismo cultural
1043;Idade Moderna
1042;Idade Média
1045;Itambé (Bahia)
1044;Índice de Desenvolvimento Humano
1046;Identidade trigonométrica
1066;Jogos
1067;Gabriel de Tarde
1064;Leovegildo Lins da Gama Júnior
1071;Jaguatirica
1058;Infinitesimal
1059;Igreja Ortodoxa Grega de Antioquia
1056;Infinito
1057;Igarassu
1062;Ipumirim
1060;Intel Corporation
1061;Infante D. Henrique
1083;Juscelino Kubitschek
1087;Jaó
1084;Jânio Quadros
1075;John Dewey
1074;Jogo de tabuleiro
1073;Jornalismo
1072;Jane Goodall
1220;Maria Eduarda Runa
1222;Mamíferos
1219;Maria Eduarda (Os Maias)
1229;Mentira
1228;Macaxeira
1225;Brachyteles arachnoides
1224;Mico-leão-dourado
1227;Mandioca
1236;Magic: The Gathering
1237;RAM
1238;Modem
1239;MP3
1232;Monarquia
1234;Multitarefa
1235;Micronacionalismo
1245;Macau
1246;Moçambique
1247;Micronação
1240;Membrana plasmática
1241;A Igreja de Jesus Cristo dos Santos dos Últimos Dias
1242;Forró
1243;Rock and roll
1255;Mato Grosso
1254;Maranhão
1253;Maringá
1251;Marxista
1263;Monera
1261;Língua mirandesa
1260;Macuco
1259;Méson
1258;Massa
1257;Minas Gerais
1256;Mato Grosso do Sul
1268;Marco Vipsânio Agripa
1269;Samba
1267;Maria Gaetana Agnesi
1264;Microbiologia
1265;Mitologia
1276;Movimento browniano
1274;México
1275;Maria Monforte
1272;OS X
1153;Luís de Camões
1152;Legião Urbana
1154;Limnologia
1165;Lisboa
1166;Luiz Inácio Lula da Silva
1168;Lógica Booleana
1169;Lógica
1170;Lojban
1172;Leão Alácio
1176;Linguagem formal
1178;Virgulino Ferreira da Silva
1179;Língua artificial
1182;Linguística
1189;Leme
1188;Louveira (São Paulo)
1194;Latitude
1199;Luigi Pirandello
1198;Lafcádio Hearn
1197;Londres
1196;Laurence Sterne
1202;Lógica matemática
1200;Lezíria do Tejo (sub-região)
1201;Lourizela
1204;Lindóia do Sul
1205;Leopoldo Miguez
1210;Matemática
1211;Música
1209;Liero
1214;Mercúrio (planeta)
1215;Microeletrônica
1212;Marte (planeta)
1374;Revolta do Quebra-Quilos
1371;Os Maias
1370;O Gene Egoísta
1369;Animal Farm
1368;Open content
1363;Oskar Morgenstern
1361;Nicolau Copérnico
1360;Neolítico
1358;Nicolau Maquiavel
1359;Nadezhda Teffi
1357;NASA
1354;Noruega
1352;Nobel de Fisiologia ou Medicina
1350;Neorrealismo
1351;Núcleo celular
1348;Normandos
1349;Normandia
1346;Nobel de Literatura
1347;Número ordinal
1344;Nobel de Química
1345;Número hiper-real
1405;Organização
1404;Objetivo
1407;Otacílio Costa
1406;Ouricuri
1401;Oceano Antártico
1400;Oceano Índico
1403;Antiga e Mística Ordem Rosae Crucis
1402;Ostrogodos
1397;Oceano Atlântico
1396;Oeste (sub-região)
1399;Oceano Ártico
1398;Oceano Pacífico
1393;Oscar Wilde
1392;Ornitologia
1395;Onda
1394;Osciloscópio
1389;OCL
1390;Ortodoxia
1384;Olimpíada
1386;Oiapoque
1387;Ontologia
1381;Oxigénio
1376;OS/2
1377;Os Paralamas do Sucesso
1378;Vorbis
1379;Ontogenia
1307;Médio Tejo (sub-região)
1306;Misticismo
1305;Sebastião José de Carvalho e Melo, marquês de Pombal
1304;Montemor-o-Velho
1311;Mac OS
1310;Movimento
1309;Muro de Berlim
1308;Minho-Lima
1299;Michael Faraday
1298;Mercantilismo
1303;Mogadouro
1301;Rio Mondego
1300;Microfone
1291;Mário de Andrade
1288;Medicina baseada em evidências
1294;Modelação do comportamento
1295;Modelo das partículas fluidas
1292;Música folclórica
1293;Migas à alentejana
1283;Zabumba
1281;Milagre
1286;Mário Soares
1287;Medicina
1285;Acordeão
1337;Nazismo
1336;Napster
1340;Numismática
1342;Niels Bohr
1331;Nova Zelândia
1333;Nupedia
1335;Navegador (informática)
1334;Neptuno (planeta)
1320;Baião (música)
1321;Multituberculata
1322;Microscópio
1323;Método científico
1324;Mairinque
1325;Moscovo
1327;Nobel de Física
1312;Mogi das Cruzes
1314;Bossa Nova
1316;Movimento cultural
1317;Choro
1318;Michelangelo
1319;Matosinhos
1493;Peer-to-peer
1490;Placa de som
1491;Placa de vídeo
1489;Placa-mãe
1477;Psicologia
1475;Projeciologia
1474;Processador de texto
1473;Proteoma
1472;Primatas
1485;Peças de xadrez
1484;Pintores
1482;Paraná
1481;Suíte de escritório
1480;Portugal
1524;Paul Oakenfold
1525;Paul van Dyk
1521;Pitágoras
1522;Plutão-Caronte
1532;Península Ibérica
1533;Pierre de Fermat
1528;Porto
1529;Polímero
1530;Polimerização
1531;Plantae
1511;Pasárgada
1517;Paraíba
1516;Pará
1519;Piauí
1518;Pernambuco
1513;Planilha eletrônica
1512;Pedro Álvares Cabral
1514;P
1428;Política
1429;Papas
1410;Planeta
1409;Perl
1408;O Livro dos Espíritos
1414;Plutão
1412;Praxis (engenharia de software)
1419;Propulsão de naves espaciais
1417;Programação de computadores
1422;Plasmídeo
1421;Paul Erdős
1420;Persistência da visão
1462;Papa Teodoro
1464;Programação funcional
1465;Reação em cadeia da polimerase
1466;Programa de computador
1468;Pedro da Maia
1470;Pupunha
1471;Paca
1449;Papa Sixto
1642;Red Hat Linux
1644;Richard Matthew Stallman
1638;Realismo matemático
1658;Rio de Janeiro
1657;Rio Grande do Norte
1656;Roraima
1663;Retículo endoplasmático
1662;Robert Hooke
1661;Reino Unido
1655;Rondônia
1625;Química analítica
1629;Redes neuronais
1628;Religião
1631;Rede
1630;Raciocínio baseado em casos
1621;Quark
1623;Quinto Mundo
1583;Polónia
1581;Parlamento Europeu
1578;Pré-história
1576;Ilha do Pico
1577;Poetas
1574;Prémio Nobel
1575;Pinhal Litoral
1572;Pinhal Interior Norte
1570;Paul Ernst
1571;Pinhal Interior Sul
1594;Química
1593;Programação estruturada
1592;Positivismo
1591;Pedro Alexandre (Bahia)
1589;Peixe
1588;Pentium
1586;Portal (internet)
1584;Penela
1549;Pequim
1550;Política do Japão
1551;Peru
1545;República do Pampa
1547;Pintura
1541;Pedro de Alvarado
1543;País de Gales
1537;Micoplasma
1538;Pierre Allix
1564;Pôquer
1561;Procarionte
1562;Partido Socialista (Portugal)
1557;Papa
1556;Paris
1553;Periodização da História
1552;Personal digital assistant
1555;Posição
1554;Pecuária
1763;Ilha de Santa Maria
1762;Ilha de São Miguel
1761;Ilha de São Jorge
1760;Selma Lagerlöf
1767;Saturno (mitologia)
1765;Suevos
1771;Sistemática
1770;Saxões
1769;Segunda Guerra Mundial
1768;Semântica
1775;Saquarema
1774;Século XIX
1773;São Leopoldo
1772;Suriname
1782;Teoria dos jogos
1786;Tales de Mileto
1787;Teoria da informação
1785;Teoremas da incompletude de Gödel
1790;Teaser
1791;Teoria da conspiração
1788;Terrorismo
1729;Sururina
1728;Sasha e John Digweed
1730;São Tomé e Príncipe
1732;Segurança de computadores
1734;Solaris
1737;Anselmo de Cantuária
1736;Symbian OS
1739;Semiótica
1738;Socialismo
1741;Steinbroken
1740;Left Behind
1747;Santo
1748;SSADM
1749;Software livre nos governos
1750;Salvador Dalí
1752;São Paulo Futebol Clube
1754;Schroeder
1756;Stefan Zweig
1757;Serra da Estrela (sub-região)
1758;Samora Machel
1759;Som
1702;Sociologia
1701;Suinã
1700;Sirenia
1697;Shell (computação)
1696;Status quo
1709;Software
1707;Software livre
1705;Santa Catarina
1718;Sergipe
1719;São Paulo
1724;Saturno (planeta)
1725;Sistema Internacional de Unidades
1722;Sol
1723;Sistema Solar
1721;Setúbal
1669;Rússia
1668;Rembrandt
1671;Revolução Industrial
1670;Romancistas
1665;Roy Chapman Andrews
1664;República
1667;Peter Paul Rubens
1666;Retórica
1677;Relação constitutiva
1679;Recife
1678;Renato Russo
1673;Rapidez
1672;Revolução Francesa
1675;Memória somente de leitura
1685;Rede neural artifical
1686;Referencial
1680;Ralph Albert Blakelock
1681;Roger Bacon
1683;Radiação eletromagnética
1692;Sítio
1694;Spam
1695;Sistema operativo
1688;Rotação de culturas
1690;SNOBOL 4
1691;Sistema de votação
1913;Virginia Woolf
1912;V. S. Khandekar
1915;Volapuque
1914;Visigodos
1917;Varre-Sai
1916;Viena
1919;Vinicius de Moraes
1918;Vitória (Espírito Santo)
1904;Vincent Alsop
1907;Valquírias
1906;Vila Nova de Gaia
1911;VirtuOS
1910;Venezuela
1899;Velocidade
1900;Máquina virtual
1903;Vexilologia
1888;Versões da língua portuguesa
1889;20000 Varuna
1890;Vikings
1891;Voto tático
1892;Vénus (planeta)
1895;Verdade
1882;Universidade de Coimbra
1881;URI
1880;Ubatuba
1887;Uruguaiana
1886;União Europeia
1885;Umbanda
1875;Unix
1874;URSS
1873;Uruguai
1872;Universidade Federal do Rio de Janeiro
1879;Estereótipo UML
1878;Ator (UML)
1877;UML
1865;Tóquio
1870;Utilitário
1871;URL
1868;Cacajao calvus
1859;Tambaba
1856;Tâmega (sub-região)
1862;Teoria dos grafos
1863;Teletrabalho
1853;Thomas Mann
1855;Ilha Terceira
1854;Telefone
1848;TCP/IP
1851;Tropix
1850;The Times
1845;Teorema de Pitágoras
1841;Tinta invisível
1843;Tim LaHaye
1842;Rio Tejo
1836;Teorema das quatro cores
1838;Tirana
1839;Trance psicadélico
1833;Tabela periódica
1834;Telefone celular
1828;Temperatura termodinâmica
1829;Temperatura
1830;Telepatia
1831;Tinamiformes
1825;Tocantins
1826;Turismo
1827;Trance
1823;Tecidos vegetais
1818;Taxonomia de Lineu
1816;Evidências da teoria de Oparin
1815;Teoria de Oparin
1814;Titãs (banda)
1812;Tranca
1811;Totalitarismo
1810;Instituto de Tecnologia do Paraná
1809;Tecnologia
1808;Truco
1807;Transporte
1800;Terra
1801;Tycho Brahe
1796;Tradução automática
1797;Tipografia
1792;Teoria da recapitulação
1793;Televisão
2023;HomePage
2002;1912
2003;1914
2000;Íman
2006;1928
2007;1933
2004;1923
2005;1926
2008;Águeda
2009;1654
1987;13 de agosto
1986;1946
1985;21 de setembro
1984;1866
1991;1900
1990;1898
1989;1897
1988;1896
1995;1975
1994;1906
1993;1905
1992;1904
1999;1911
1998;1910
1997;1909
1996;1874
1973;Ácido carboxílico
1975;Éster
1970;Zeus
1980;1929
1983;Índia
1976;Urano (mitologia)
1977;Ásia
1978;Álgebra booliana
1979;Áustria
1956;Tabuleiro (xadrez)
1959;Cavalo (xadrez)
1953;Torre (xadrez)
1952;Bispo (xadrez)
1955;Peão (xadrez)
1954;Rei (xadrez)
1965;Zoologia
1964;En passant
1960;Leis do xadrez
1963;Roque (xadrez)
1962;Notações do xadrez
1940;William Boyd Allison
1941;W. Somerset Maugham
1950;Ximenia americana
1948;Wilhelm Schafer
1949;Xadrez
1927;Wishful thinking
1926;Blog
1925;Webmaster
1923;World Wide Web
1921;Vasco da Gama
1920;Voleibol de praia
1934;Werner Heisenberg
1933;Microsoft Windows
2557;Árvores
2751;Máquina virtual Java
2746;PHP
2747;Direito do consumidor
2740;América do Sul
2732;Voyager 2
2731;Rio Grande do Sul
2725;Função trigonométrica
2724;Tratado de Versalhes (1919)
2722;Efeito Doppler
2709;Matias Olímpio
2706;Hino Nacional Brasileiro
2701;Mama
2702;Vitória de Santo Antão
2692;Hino nacional
2688;Fundo génico
2690;Célula eucariótica
2815;Anabolismo
2812;Itaquara
2803;Torre de Tóquio
2801;Eva Braun
2806;W3C
2804;Web semântica
2787;Diego de Almagro, o Moço
2786;Diego de Almagro, o Velho
2785;Cristofano Allori
2770;Malhada de Pedras
2772;Rio Oiapoque
2761;Catolicismo
2763;Compilador
2762;Bytecode Java
2765;Noam Chomsky
2764;Príon
2614;Sun Tzu
2609;Teófilo Braga
2608;Fafe
2623;Futebol americano
2622;1802
2620;Thomas Pynchon
2618;Educação ambiental
2594;Invenção
2595;Shareaza
2606;Termodinâmica
2603;Wiki
2580;Descobridores de Catan
2577;Mutum-do-nordeste
2578;Saguinus bicolor
2591;São Sebastião do Passé
2566;José Carlos Reis de Magalhães
2572;Inhambu-relógio
2573;Inhambu-xintã
2574;Codorna-pequena
2575;Codorna-mineira
2568;Roldão de Siqueira Fontes
2570;Inhambu-anhangá
2571;Inhambu-guaçu
2672;Roma
2679;Sony Mavica
2678;História do pensamento económico
2677;Megatokyo
2676;Hamster
2683;Ciência da computação
2681;Hora
2687;Espécie
2685;CD-R
2659;Bauru
2656;Copa do Mundo FIFA de 2002
2657;Alfabeto
2663;Marshall (Texas)
2667;Arquivística
2664;Gato de pelo curto brasileiro
2670;Perestroika
2650;Gregor Mendel
2626;Fogo
2630;Línguas românicas
2631;Zimbabwe
2632;Colômbia
2633;Ibirama
2634;Afonso da Maia
2638;Charles Darwin
2989;Metabolismo
2988;Ligamento
2984;Floema
2987;Interdigitação
2986;Hipotálamo
2983;Estómato
3000;Nefrónio
3001;Osmose
2996;Hemólise
2997;Involução (biologia)
2998;Lenticela
2992;Micróglia
2993;Diplóteno
2994;Epitélio
3049;Hidatódio
3051;Ducto lactífero
3050;Inserção muscular
3053;Neuróglia
3052;Massa cinzenta
3055;Plasmólise
3054;Bulbo olfactório
3045;Tecido conjuntivo
3047;Função eritropoiética
3011;Free Content
2852;Citoquímica
2854;Alburno
2848;Catabolismo
2863;Bryophyta sensu stricto
2856;Biologia molecular
2864;Catalisador
2877;Desnaturação
2876;Cerúmen
2879;Diacinese
2820;Anticoagulante
2818;Autólise
2819;Humor aquoso
2816;Actina
2817;Autofagia
2830;Aponeurose
2828;Arcada plantar
2827;Antibiótico
2824;Amido
2837;Granulócito basófilo
2836;Anáfase
2835;Articulação
2834;Biosfera
2833;Abdómen
2847;Astrócito
2845;Zona anestésica
2844;Cápside
2843;Bronco-dilatação
2917;Diploide
2918;Empirismo
2919;Fagossoma
2920;Glicogénio
2921;Haplófase
2922;Invaginação
2923;Leucoplasto
2935;Diapedese
2934;Circundação
2937;Cavidade glenoidal
2938;Hormona
2941;Movimento peristáltico
2940;Linfa
2882;Cloroplasto
2883;Diálise
2880;Enzima
2881;Bambuco
2886;Diplófase
2887;Granulócito eosinófilo
2884;Fecundação
2890;Capsómero
2891;Distal
2889;Gene
2894;Suco gástrico
2895;Hemácia
2892;Ectoderme
2899;Fagocitose
2897;Dermatoma
2903;Embrião
2902;Diáfise
2900;Glândula
2907;Intérfase
2906;Heterotrofismo
2905;Gutação
2904;Fisiologia
3284;Hipótese
3285;Leucócito
3287;Osso
3282;Endocitose
3293;Placa de Petri
3295;Contracção muscular
3288;Plasmoptise
3266;Citocinese
3318;Serosa parietal
3319;Telófase
3316;Plasmócito
3314;Macrófago
3315;Ostíolo
3313;Lamela
3303;Raiz
3302;Pedúnculo cerebral
3300;Microvilosidade
3299;Látex
3297;Feloderme
3296;Endoderme
3309;Crenação
3308;Atrocitose
3306;Ultrafagocitose
3305;Termorregulação
3304;Sangue arterial
3250;Felema
3251;Hemicelulose
3255;Isotonia
3252;Tecido linfoide
3253;Maléolo
3259;Sangue venoso
3256;Paquíteno
3257;Quitina
3247;Plexo coroide
3245;Open Content
3156;Assembly
3159;Peer-To-Peer
3153;Web
3172;Redes Neuronais
3096;Quiasma óptico
3089;Hilo
3088;Fotólise
3093;Nucleótido
3095;Quimiossíntese
3085;Clone
3086;Comunidade
3087;Ecossistema
3129;Novo Hamburgo
3128;Retículo sarcoplasmático
3123;Metáfase
3122;Leptóteno
3121;Idiograma
3120;Hipófise
3127;Quiasma
3126;Prófase
3118;Phaeophyta
3521;Neoplasia
3532;Xintoísmo
3528;Budismo
3542;Seicho-no-ie
3543;Movimento Hare Krishna
3540;Texas
3541;Richard Dawkins
3538;Taoismo
3539;Hinduísmo
3551;Shiva
3546;São Manuel
3544;Henoteísmo
3558;Portable document format
3553;Islão
3564;Okinawa
3566;Soka Gakkai
3563;Ryūkyū
3572;PL Kyodan
3573;M
3574;ROT13
3474;Corpo humano
3475;Mutação
3473;Jogo de computador
3478;Traqueídeo
3479;Víscera
3476;Pinocitose
3486;Plexo
3484;Fonética
3489;Vilosidade
3488;Trombocitose
3491;Genealogia
3490;Xantofila
3495;Embriogénese
3497;Pinossoma
3496;Mitose
3498;Trombocitopenia
3500;2 de fevereiro
3503;Miosina
3504;Processo
3505;Turgescência
3506;Suberina
3507;Mucosa
3508;Teoria
3509;Proteoplasto
3510;Meiose
3512;Toxina
3515;Meio isotónico
3516;Mesênquima
3517;Mesoderme
3518;Mesófilo
3519;Micrómetro (unidade de medida)
